MONTH,BOROUGH,COMMUNITYDISTRICT,REFUSETONSCOLLECTED,PAPERTONSCOLLECTED,MGPTONSCOLLECTED,BOROUGH_ID,BoroCD
2014 / 11,Brooklyn,18,5187.16,537.26,414.57,3,318
2014 / 11,Bronx,03,1697.15,92.32,97.48,2,203
2014 / 11,Brooklyn,11,4657.72,599.52,387.94,3,311
2014 / 11,Brooklyn,04,2836.29,180.2,221.39,3,304
2014 / 11,Manhattan,05,1248.58,234.54,136.64,1,105
2014 / 11,Bronx,01,1777.3,84.1,89.6,2,201
2014 / 11,Staten Island,03,5679.23,767.55,513.92,5,503
2014 / 11,Brooklyn,17,4080.56,291.16,296.74,3,317
2014 / 11,Manhattan,06,2882.07,490.23,336.92,1,106
2014 / 11,Brooklyn,03,3660.54,241.94,202.37,3,303
2014 / 11,Manhattan,03,2829.77,301.43,246.84,1,103
2014 / 11,Bronx,07,3411.38,225.57,276.4,2,207
2014 / 11,Brooklyn,16,1838.78,90.79,100.79,3,316
2014 / 11,Brooklyn,08,2536.53,225.61,186.34,3,308
2014 / 11,Bronx,09,3629.95,168.89,225.33,2,209
2014 / 11,Brooklyn,02,2347.43,420.58,278.79,3,302
2014 / 11,Staten Island,02,4082.31,545.66,381.45,5,502
2014 / 11,Brooklyn,05,3898.76,209.28,240.08,3,305
2014 / 11,Queens,09,3784.7,402.26,362.06,4,409
2014 / 11,Bronx,08,2339.58,309.2,254.83,2,208
2014 / 11,Manhattan,12,4699.03,398.92,381.96,1,112
2014 / 11,Brooklyn,10,3078.53,509.02,329.28,3,310
2014 / 11,Queens,08,3558.41,445.1,286.06,4,408
2014 / 12,Brooklyn,04,3122.66,236.77,268.46,3,304
2014 / 12,Brooklyn,14,5240.67,563.55,342.06,3,314
2014 / 12,Brooklyn,17,4674.74,398.44,400.32,3,317
2014 / 12,Staten Island,02,4441.62,738.07,499.37,5,502
2014 / 12,Manhattan,06,3028.84,577.07,389.3,1,106
2014 / 12,Manhattan,12,5280.25,542.54,497.57,1,112
2014 / 12,Brooklyn,03,4154.33,345.98,281.02,3,303
2014 / 12,Brooklyn,12,6435.73,811.49,385.48,3,312
2014 / 12,Manhattan,11,2358.81,265.32,195.79,1,111
2014 / 12,Queens,04,4432.82,418.37,302.0,4,404
2014 / 12,Queens,06,2893.27,493.1,314.69,4,406
2014 / 12,Bronx,03,1972.5,149.09,142.04,2,203
2014 / 12,Brooklyn,13,2159.06,210.41,165.93,3,313
2014 / 12,Queens,02,3006.84,488.11,333.24,4,402
2014 / 12,Manhattan,04,2392.44,483.67,356.66,1,104
2014 / 12,Queens,12,6860.9,592.93,677.56,4,412
2014 / 12,Brooklyn,18,5686.97,742.26,535.68,3,318
2014 / 12,Queens,03,5071.98,450.31,410.71,4,403
2014 / 12,Manhattan,02,2164.53,532.04,347.43,1,102
2014 / 12,Queens,05,5080.9,849.65,657.63,4,405
2014 / 12,Brooklyn,11,5130.41,777.29,471.0,3,311
2014 / 12,Brooklyn,09,3251.9,269.89,191.26,3,309
2014 / 12,Bronx,12,4045.11,444.76,480.29,2,212
2014 / 12,Brooklyn,07,3425.22,506.13,382.24,3,307
2014 / 12,Bronx,07,3869.95,312.58,350.43,2,207
2014 / 12,Brooklyn,05,4659.85,320.08,346.23,3,305
2014 / 12,Brooklyn,10,3547.5,671.09,408.98,3,310
2014 / 12,Bronx,02,1617.69,87.48,100.77,2,202
2014 / 12,Manhattan,08,5624.44,1332.52,765.83,1,108
2014 / 12,Brooklyn,01,5187.09,564.42,409.53,3,301
2014 / 12,Queens,11,3312.09,644.28,399.99,4,411
2014 / 12,Queens,14,3196.43,280.72,192.75,4,414
2014 / 12,Bronx,01,2035.66,123.92,118.82,2,201
2014 / 12,Brooklyn,15,4624.29,741.34,434.56,3,315
2014 / 12,Queens,08,3915.03,592.37,360.22,4,408
2014 / 12,Bronx,05,3665.32,244.8,283.69,2,205
2014 / 12,Bronx,10,2602.19,420.11,327.68,2,210
2014 / 12,Bronx,06,2305.22,153.95,167.16,2,206
2014 / 12,Brooklyn,02,2497.93,517.66,332.38,3,302
2014 / 12,Manhattan,03,3101.88,372.39,284.78,1,103
2014 / 12,Manhattan,10,2979.27,285.94,218.05,1,110
2014 / 12,Queens,01,4370.97,697.04,571.08,4,401
2014 / 12,Queens,10,3948.28,503.7,413.32,4,410
2014 / 12,Brooklyn,08,2864.99,314.92,258.41,3,308
2014 / 12,Bronx,04,4465.14,255.14,263.5,2,204
2014 / 12,Manhattan,01,1351.71,378.3,213.01,1,101
2014 / 12,Manhattan,07,5413.77,1256.78,757.76,1,107
2014 / 12,Queens,09,4225.51,547.55,451.27,4,409
2014 / 12,Staten Island,01,5480.69,807.12,614.27,5,501
2014 / 12,Staten Island,03,6208.28,1070.29,676.25,5,503
2014 / 12,Queens,07,6847.99,992.46,632.04,4,407
2014 / 12,Brooklyn,16,2046.98,119.64,121.76,3,316
2014 / 12,Bronx,09,4111.13,231.27,267.81,2,209
2014 / 12,Brooklyn,06,2361.3,676.91,409.93,3,306
2014 / 12,Bronx,08,2602.28,423.55,340.13,2,208
2014 / 12,Manhattan,09,2596.33,289.99,227.19,1,109
2014 / 12,Queens,13,5580.32,651.45,661.47,4,413
2014 / 12,Manhattan,05,1350.71,305.32,171.46,1,105
2014 / 12,Bronx,11,3182.03,363.03,297.91,2,211
2015 / 01,Brooklyn,17,3668.88,259.53,307.18,3,317
2015 / 01,Queens,08,3137.49,393.85,282.65,4,408
2015 / 01,Brooklyn,11,4372.32,573.33,394.74,3,311
2015 / 01,Manhattan,01,1303.17,378.83,256.06,1,101
2015 / 01,Bronx,04,3843.84,172.59,209.86,2,204
2015 / 01,Manhattan,04,2214.69,474.06,390.45,1,104
2015 / 01,Queens,01,3679.59,490.18,456.7,4,401
2015 / 01,Brooklyn,08,2361.22,188.4,173.82,3,308
2015 / 01,Manhattan,07,5008.54,1083.92,753.6,1,107
2015 / 01,Bronx,08,2260.0,302.38,286.88,2,208
2015 / 01,Queens,06,2509.56,376.71,281.38,4,406
2015 / 01,Brooklyn,14,4333.85,382.3,276.26,3,314
2015 / 01,Brooklyn,03,3485.03,222.49,215.02,3,303
2015 / 01,Queens,12,5269.97,400.04,552.96,4,412
2015 / 01,Brooklyn,18,4463.93,510.35,433.58,3,318
2015 / 01,Brooklyn,07,3013.91,362.4,306.62,3,307
2015 / 01,Manhattan,12,4616.38,460.1,487.88,1,112
2015 / 01,Brooklyn,15,3860.57,504.8,351.97,3,315
2015 / 01,Staten Island,01,4126.15,592.77,534.14,5,501
2015 / 01,Queens,14,2691.08,197.8,166.67,4,414
2015 / 01,Brooklyn,02,2163.15,377.87,284.82,3,302
2015 / 01,Brooklyn,12,5608.51,612.37,324.57,3,312
2015 / 01,Manhattan,03,2836.59,319.66,280.42,1,103
2015 / 01,Bronx,09,3464.64,197.19,272.93,2,209
2015 / 01,Manhattan,09,2283.25,279.31,245.42,1,109
2015 / 01,Queens,02,2643.0,345.4,284.21,4,402
2015 / 01,Brooklyn,13,1886.73,138.15,137.78,3,313
2015 / 01,Brooklyn,01,4697.77,462.53,381.02,3,301
2015 / 01,Queens,04,3892.56,299.23,281.08,4,404
2015 / 01,Bronx,07,3317.17,238.23,309.74,2,207
2015 / 01,Bronx,05,3171.81,162.32,232.32,2,205
2015 / 01,Queens,11,2431.79,411.61,312.06,4,411
2015 / 01,Manhattan,10,2614.59,244.56,213.25,1,110
2015 / 01,Brooklyn,05,3584.01,181.51,242.35,3,305
2015 / 01,Manhattan,05,1229.74,223.15,148.3,1,105
2015 / 01,Manhattan,06,2853.66,570.62,464.72,1,106
2015 / 01,Queens,09,3404.75,374.9,371.83,4,409
2015 / 01,Brooklyn,16,1660.27,86.62,101.07,3,316
2015 / 01,Brooklyn,10,2959.33,485.0,336.46,3,310
2015 / 01,Bronx,01,1782.71,80.18,91.99,2,201
2015 / 01,Staten Island,02,3347.03,542.34,432.68,5,502
2015 / 01,Bronx,12,3209.71,325.73,417.59,2,212
2015 / 01,Brooklyn,09,2697.83,210.45,164.5,3,309
2015 / 01,Queens,13,3964.58,456.0,527.99,4,413
2015 / 01,Queens,03,4275.01,332.56,352.8,4,403
2015 / 01,Brooklyn,04,2687.0,173.85,227.14,3,304
2015 / 01,Staten Island,03,4591.71,761.77,601.45,5,503
2015 / 01,Manhattan,02,1949.04,371.42,272.37,1,102
2015 / 01,Bronx,02,1418.93,115.26,138.17,2,202
2015 / 01,Queens,05,4230.73,586.79,557.58,4,405
2015 / 01,Manhattan,11,2090.2,156.92,142.06,1,111
2015 / 01,Bronx,10,2129.26,308.05,298.78,2,210
2015 / 01,Bronx,11,2731.6,279.08,280.29,2,211
2015 / 01,Bronx,06,1957.01,75.22,99.55,2,206
2015 / 01,Manhattan,08,5215.68,1052.14,738.98,1,108
2015 / 01,Bronx,03,1694.26,76.64,83.25,2,203
2015 / 01,Queens,10,3067.09,322.82,323.88,4,410
2015 / 01,Brooklyn,06,2089.31,501.84,377.72,3,306
2015 / 01,Queens,07,5622.68,713.92,504.07,4,407
2015 / 02,Brooklyn,05,3398.82,215.91,292.52,3,305
2015 / 02,Brooklyn,12,5330.97,742.03,377.56,3,312
2015 / 02,Brooklyn,10,2655.06,537.35,388.72,3,310
2015 / 02,Manhattan,10,2324.36,211.86,195.49,1,110
2015 / 02,Manhattan,02,1825.89,437.61,328.18,1,102
2015 / 02,Brooklyn,16,1535.59,89.27,112.2,3,316
2015 / 02,Bronx,11,2234.5,230.48,246.37,2,211
2015 / 02,Staten Island,03,3776.13,710.42,554.24,5,503
2015 / 02,Bronx,12,2636.5,278.58,393.76,2,212
2015 / 02,Queens,07,4833.12,753.73,577.6,4,407
2015 / 02,Bronx,06,1703.98,111.74,146.1,2,206
2015 / 02,Brooklyn,13,1732.79,166.76,161.0,3,313
2015 / 02,Queens,05,3538.64,597.09,642.51,4,405
2015 / 02,Bronx,07,2913.22,210.59,296.68,2,207
2015 / 02,Bronx,04,3405.94,178.22,219.31,2,204
2015 / 02,Brooklyn,01,4276.01,530.64,451.81,3,301
2015 / 02,Manhattan,04,1950.6,404.53,353.72,1,104
2015 / 02,Brooklyn,06,1773.9,583.34,417.77,3,306
2015 / 02,Queens,03,3497.74,342.97,396.61,4,403
2015 / 02,Queens,11,2018.49,446.27,355.92,4,411
2015 / 02,Queens,02,2252.24,377.68,333.98,4,402
2015 / 02,Bronx,01,1554.0,93.42,105.01,2,201
2015 / 02,Brooklyn,03,3170.48,257.1,253.44,3,303
2015 / 02,Queens,14,2213.82,213.82,188.55,4,414
2015 / 02,Brooklyn,07,2679.62,435.19,381.24,3,307
2015 / 02,Staten Island,01,3457.25,549.47,499.48,5,501
2015 / 02,Queens,01,3102.59,543.49,551.99,4,401
2015 / 02,Queens,13,3377.19,442.54,572.58,4,413
2015 / 02,Bronx,09,2986.17,157.56,220.17,2,209
2015 / 02,Manhattan,01,1185.02,320.83,207.18,1,101
2015 / 02,Bronx,03,1515.79,102.55,123.39,2,203
2015 / 02,Brooklyn,02,2060.52,453.5,343.6,3,302
2015 / 02,Manhattan,03,2514.03,316.05,293.31,1,103
2015 / 02,Queens,09,2910.01,382.06,418.55,4,409
2015 / 02,Bronx,02,1266.62,69.14,92.87,2,202
2015 / 02,Manhattan,08,4734.34,1078.63,783.11,1,108
2015 / 02,Brooklyn,08,2127.21,239.42,241.04,3,308
2015 / 02,Brooklyn,11,3981.9,652.67,465.76,3,311
2015 / 02,Queens,12,4528.13,415.66,614.07,4,412
2015 / 02,Staten Island,02,2816.56,516.82,413.97,5,502
2015 / 02,Brooklyn,18,3739.58,527.5,483.75,3,318
2015 / 02,Queens,04,3332.08,322.53,320.82,4,404
2015 / 02,Queens,06,2142.45,416.78,313.94,4,406
2015 / 02,Brooklyn,04,2471.38,195.86,271.53,3,304
2015 / 02,Manhattan,05,1134.07,260.73,170.27,1,105
2015 / 02,Bronx,08,1898.16,292.86,289.35,2,208
2015 / 02,Manhattan,12,3960.27,415.54,466.97,1,112
2015 / 02,Manhattan,09,1951.83,245.18,222.79,1,109
2015 / 02,Bronx,10,1764.13,275.1,288.02,2,210
2015 / 02,Brooklyn,09,2357.04,209.12,185.99,3,309
2015 / 02,Queens,10,2538.28,344.08,387.88,4,410
2015 / 02,Brooklyn,14,3944.61,461.36,321.1,3,314
2015 / 02,Brooklyn,15,3594.92,599.3,426.4,3,315
2015 / 02,Brooklyn,17,3265.43,267.96,340.48,3,317
2015 / 02,Manhattan,06,2476.89,459.85,379.63,1,106
2015 / 02,Manhattan,11,1854.27,207.68,193.57,1,111
2015 / 02,Bronx,05,2864.46,165.31,240.14,2,205
2015 / 02,Queens,08,2693.77,435.99,349.9,4,408
2015 / 02,Manhattan,07,4321.6,1019.58,699.12,1,107
2015 / 03,Queens,08,3424.52,489.07,336.74,4,408
2015 / 03,Queens,05,4450.96,618.84,594.33,4,405
2015 / 03,Brooklyn,12,6723.91,818.16,425.4,3,312
2015 / 03,Brooklyn,18,4971.42,585.68,467.96,3,318
2015 / 03,Manhattan,11,2234.5,197.57,167.51,1,111
2015 / 03,Brooklyn,16,1889.71,90.84,99.4,3,316
2015 / 03,Bronx,05,3426.32,200.62,265.04,2,205
2015 / 03,Brooklyn,07,3139.75,420.74,352.93,3,307
2015 / 03,Queens,04,4018.86,316.94,286.79,4,404
2015 / 03,Manhattan,08,5238.38,1090.58,690.35,1,108
2015 / 03,Brooklyn,13,2078.97,167.2,155.21,3,313
2015 / 03,Brooklyn,01,5502.27,516.88,390.92,3,301
2015 / 03,Bronx,08,2242.45,327.36,312.11,2,208
2015 / 03,Brooklyn,08,2693.82,263.41,235.41,3,308
2015 / 03,Brooklyn,09,3165.52,233.42,178.4,3,309
2015 / 03,Brooklyn,02,2355.39,429.68,302.77,3,302
2015 / 03,Staten Island,03,4922.0,775.39,535.98,5,503
2015 / 03,Brooklyn,17,4185.42,307.61,340.03,3,317
2015 / 03,Manhattan,12,4908.47,424.8,438.72,1,112
2015 / 03,Queens,09,3680.31,434.82,417.2,4,409
2015 / 03,Manhattan,05,1276.07,261.9,156.06,1,105
2015 / 03,Manhattan,04,2294.97,389.2,316.28,1,104
2015 / 03,Brooklyn,04,2937.88,193.83,254.75,3,304
2015 / 03,Staten Island,02,3710.08,575.87,419.2,5,502
2015 / 03,Brooklyn,03,3917.64,297.92,265.93,3,303
2015 / 03,Queens,10,3378.5,379.23,382.07,4,410
2015 / 03,Bronx,03,1835.9,120.09,128.41,2,203
2015 / 03,Staten Island,01,4705.5,626.48,526.08,5,501
2015 / 03,Queens,06,2618.3,400.32,296.72,4,406
2015 / 03,Brooklyn,05,4289.0,248.12,303.9,3,305
2015 / 03,Manhattan,06,2839.08,459.45,350.89,1,106
2015 / 03,Bronx,10,2245.2,317.15,295.99,2,210
2015 / 03,Brooklyn,15,4386.08,630.68,423.69,3,315
2015 / 03,Queens,12,5845.47,482.21,609.29,4,412
2015 / 03,Bronx,09,3678.27,188.23,247.01,2,209
2015 / 03,Queens,13,4493.16,514.82,585.25,4,413
2015 / 03,Brooklyn,11,4645.71,614.11,429.22,3,311
2015 / 03,Queens,01,3945.12,556.82,525.32,4,401
2015 / 03,Manhattan,09,2373.98,233.88,204.54,1,109
2015 / 03,Brooklyn,10,3147.03,523.71,368.34,3,310
2015 / 03,Bronx,04,4076.43,226.6,244.39,2,204
2015 / 03,Queens,03,4516.69,343.2,379.4,4,403
2015 / 03,Bronx,06,2144.24,121.35,145.6,2,206
2015 / 03,Bronx,01,1933.29,110.87,114.9,2,201
2015 / 03,Manhattan,10,2809.03,235.09,195.89,1,110
2015 / 03,Queens,02,2743.38,374.56,304.39,4,402
2015 / 03,Queens,14,2955.64,236.63,179.25,4,414
2015 / 03,Bronx,11,2806.43,284.73,264.11,2,211
2015 / 03,Manhattan,03,2974.58,297.96,253.87,1,103
2015 / 03,Queens,07,5855.52,811.03,581.49,4,407
2015 / 03,Brooklyn,06,2111.79,546.58,370.58,3,306
2015 / 03,Manhattan,01,1328.96,335.65,198.69,1,101
2015 / 03,Bronx,02,1550.77,81.04,98.27,2,202
2015 / 03,Bronx,12,3555.67,358.33,435.87,2,212
2015 / 03,Bronx,07,3582.28,252.33,313.73,2,207
2015 / 03,Manhattan,07,5046.49,1070.97,672.84,1,107
2015 / 03,Queens,11,2593.49,506.71,371.97,4,411
2015 / 03,Manhattan,02,2011.91,416.76,305.18,1,102
2015 / 03,Brooklyn,14,4876.93,506.88,326.85,3,314
